num_pc,lasso_dev,lasso_auc,ridge_dev,ridge_auc,ord_logreg
2,0.6243873765679874,0.6263297323721652,0.6201257701326909,0.6243036711688831,0.62823938664937
3,0.6247444221736852,0.626674644891369,0.6204707879693967,0.6231291785544214,0.6259805786216107
10,0.7394378374866729,0.7377901637125374,0.7405869250794227,0.7386936254763069,0.7409593142291707
20,0.7537803081370362,0.7527672905648067,0.75303624007859,0.7507330341414938,0.754301365391688
