"","x"
"1",0.471424700868245
"2",1.03820096068291
"3",1.19593621870937
"4",0.0358000089107628
"5",0.688072003905791
"6",0.37650378703145
"7",0.355886177418852
"8",0.268037138028069
"9",0.363124658690923
"10",0.533794418905583
"11",0.704440545836574
"12",0.302993138122822
"13",0.527519137882736
"14",0.849092408143587
"15",0.199955836035207
"16",0.343205711277957
"17",0.0595967106465523
"18",0.742135903890685
"19",0.700257124799996
"20",0.44766328621357
"21",0.682028995958371
"22",1.8446502502459
"23",0.613562370946258
"24",0.852498331771795
"25",0.470086116253473
"26",0.414371883310579
"27",0.405684598543901
"28",0.445956169840621
"29",0.53408227368673
"30",0.452690154486373
"31",0.668995367170626
"32",0.496210775516894
"33",0.977440378040524
"34",0.994907542852061
"35",0.656032897311902
"36",0.878432190038912
"37",0.384025225946879
"38",0.664126707935652
"39",0.248534860040339
"40",0.351149807884956
"41",0.429581410788871
"42",0.884112031760129
"43",0.586613921980111
"44",1.0150259273567
"45",0.968976531028306
"46",0.393578609461136
"47",0.185117934873705
"48",1.01643464264248
"49",1.10677885459255
"50",0.272995846924369
"51",0.453727257232519
"52",0.193894535995439
"53",1.3128013745574
"54",0.760778167808142
"55",0.304528922871461
"56",0.486846437900101
"57",0.905740604002953
"58",0.681134670216932
"59",0.197697921495745
"60",1.04438221953039
"61",0.372547141368898
"62",0.983945211366723
"63",1.35515459892058
"64",1.20028518256812
"65",1.1478569067168
"66",1.24282718950235
"67",0.426267451718313
"68",0.890723650122624
"69",0.581147088226455
"70",0.937595606810822
"71",0.241440947564085
"72",0.80899048614552
"73",3.5355125853382
"74",0.354192759008706
"75",0.231683599067589
"76",0.511074087382591
"77",0.636428848604097
"78",0.833757849669109
"79",0.352577568754289
"80",0.97564284664986
"81",0.783214959508548
"82",0.638537924549413
"83",-0.102595104984314
"84",1.16831501325177
"85",0.213111631652958
"86",0.749640923216304
"87",0.185378559196486
"88",0.155066216125198
"89",0.814729044621166
"90",0.143340110202575
"91",0.520820020570437
"92",0.630420358451495
"93",0.604272220773853
"94",0.452765953935544
"95",1.21243455122385
"96",0.475606136595074
"97",0.662026773623153
"98",0.672090701702331
"99",0.811477173877203
"100",0.750343804737494
"101",0.962281689177328
"102",0.66801128357598
"103",1.13065877261545
"104",1.12436051141061
"105",1.2396781109983
"106",0.713839005045051
"107",0.252974884981731
"108",1.49441493682013
"109",1.0301992171913
"110",1.00899129404442
"111",0.562381990806808
"112",0.655844437129602
"113",0.127716903474754
"114",0.589139949176613
"115",0.704896571058173
"116",0.895427279694438
"117",1.27075882739253
"118",0.968428157040631
"119",1.01098444850266
"120",0.931822689766761
"121",0.985103643492084
"122",0.665182483663525
"123",0.399707380422148
"124",0.751997857815407
"125",0.343166108289285
"126",0.441458283843124
"127",1.00986874079151
"128",1.22999744234593
"129",0.382694510152688
"130",0.945988795378913
"131",0.336900244010637
"132",0.300363198312823
"133",0.96286690044328
"134",0.296026791415953
"135",1.00231462070455
"136",0.532466291704796
"137",0.688165070618826
"138",1.33010767974709
"139",0.474019554477787
"140",0.985937576752998
"141",0.372761757689694
"142",0.549528715456077
"143",0.506697568567218
"144",0.795271611863387
"145",1.02477738637271
"146",0.3767647986018
"147",1.03616284334179
"148",1.0372285260399
"149",0.885803980916266
"150",0.673854853301565
"151",0.449707216272859
"152",0.249890090883307
"153",0.439036842360048
"154",0.836462219280814
"155",0.105548647390325
"156",0.10158851717411
"157",0.0880000352829473
"158",0.329233256079659
"159",0.222012303509152
"160",0.891651515036643
"161",0.669221528045175
"162",0.64379549574291
"163",0.295630310091804
"164",0.689205372433181
"165",0.527423245426951
"166",0.533296632515693
"167",0.880587708818794
"168",1.22636323726066
"169",0.953207294698066
"170",1.34535927075129
"171",0.36852048274678
"172",0.8729865542252
"173",0.810291166159304
"174",0.256702030633583
"175",0.984191145851351
"176",0.848639785642196
"177",0.746609260219504
"178",0.839065008667164
"179",0.139967111075645
"180",0.39930245624629
"181",0.34581554229131
"182",0.330470878979728
"183",0.843426500762169
"184",1.02131743277046
"185",0.391731439187177
"186",0.415064505619776
"187",0.351503486832631
"188",0.539361085339525
"189",0.216215574264018
"190",0.747115542815177
"191",0.262161021664115
"192",0.165747524958297
"193",0.819348731786763
"194",0.683469848372289
"195",0.569798108637573
"196",0.183094776012698
"197",0.164858635891308
"198",0.689143815121912
"199",0.185638312170322
"200",0.249140007501104
"201",0.807540456016461
"202",0.0344179571747163
"203",-0.646810007870578
"204",0.49132770876622
"205",1.00708473642215
"206",0.607575728398761
"207",0.792529010736532
"208",0.347363917751598
"209",0.583950860237967
"210",0.90842826288117
"211",0.657361556415687
"212",0.792880106584045
"213",1.03252760038581
"214",0.408580525041668
"215",0.947473203870138
"216",0.53885328878912
"217",0.811755916633909
"218",1.28456178761968
"219",0.854542351042527
"220",-0.030186593298033
"221",0.545639205467369
"222",0.638051694825951
"223",0.550909727937723
"224",0.176965792772974
"225",0.530962458050522
"226",1.39049149025584
"227",0.20961882655275
"228",0.936906762240896
